"hotelName","hotelId","title","content"
"Baur au Lac",,"Astonishing level of service in a grand European hotel","There's good, there's excellent, and there's amazing. The Baur au Lac is firmly in the amazing category. Now the bill is amazing too, but we've been hit with amazing bills in a number of establishments over the years and have never encountered such genuinely warm and cordial service from everyone on the staff, including the lady who picks up the laundry and the young man who turns the revolving door for you. Bed utterly comfortable, linen exquisite, room service punctual even when the hotel is full, bathrooms to top standard, location on the lake and one block from the high end of the high end shopping street ideal. Restaurant top-drawer. Our one complaint is the AC is definitely limited, but this is apparently due to Swiss laws related to energy conservation and so it is the"
"Baur au Lac",,"best luxury hotel I have stayed in!","it was the underfloor heating in the dressing room part of the bathroom in my junior suite that did it for me. Highly luxurious hotel, superb rooms, top quality everything. Insanely expensive. If you can get someone else to pay go for it! Not the kind of place I would want to stay in for personal travel :-)"
"Baur au Lac",,"Best hotel in Zürich","Best hotel in town, but you pay for it. Despite it is a big hotel, you don't feel it. The location is perfect; right in the beginning of Bahnhofstrasse. You always feel you are special there. The hotel's wine shop is a great place to buy delicious Swiss wines that you cannot find outside Switzerland."
"Baur au Lac",,"Luxury and Quality for New Years","We spent the New Years Eve 2012-2013 in Baur au Lac. We stayed there for 4 days and 3 nights. The hotel was the place to be in New Years as it is right in front of the lake of Zurich where you have a clear view of the fireworks that the city organizes for New Years (Probably the best show ever (I have done New Years in Rio on Copa Cabana and nothing compares to the fireworks in Zurich)). The hotel is Top Quality! Very Spacious Rooms with great design and high standard bathrooms. Super clean! They come by at least 2 times a day to clean your room. Friendly staff. Breakfast room was very nice, with big windows and view of the garden and river. New Years dinner was also very good with gourmet dishes. Dance-floor was a bit empty (even thou they had live orchestra and singers) and we"
"Baur au Lac",,"One of the best hotels ever","This is my second review of this hotel. My views have changed so I decided to post again. This is probably one of my most favorite hotels. You get pure luxury and excellence. Especially with the new rooms this hotel is transformed one level higher. The rooms are very elegant and luxurious. The bathrooms are spacious and beautiful. The restaurant and food in general are great. The service is very good and everyone treats you with courtesy. The location is the best in Zurich. You get both bahnhofstrasse and the lake. In my opinion the best hotel in Zurich."
"Baur au Lac",,"Five star luxury in Zurich","This hotel epitomizes the legendary Swiss attention to detail and refined hospitality. It is the kind of experience which has one struggling to find a possible fault with anything and yet realize that the experience is truly faultless. As close to perfection as it can possibly get! Don't take my word for it, experience it for yourselves!"
"Baur au Lac",,"from a habitual user","Having been to Zurich on numerous occasions I have never hesitated in booking a room at the Baur au Lac. The place oozes charm, opulence and sophistication and is a delight, worth of a repeat visit. The breakfast is incredible, with views over the lake, it is a thoroughly enjoyable start to the day albeit very expensive - my only tip would be; don't order from the breakfast menu; the scrambled eggs are good but not worth selling a kidney for. If you time, take a tour of the area in the beautiful Rolls Royce that is usually parked outside; a perfect way to conclude a stay in one of the greats."
"Baur au Lac",,"Great Location","We liked the location right next to the lake and the fact that it is close to more or less everything one needs in downtown. Room was absolutely clean, renovated and had a comfortable size, separate walk-in closet and a well sized bathroom with daylight. Minibar and Wireless were included in the rate, staff was friendly and attentive (special thanks to the elderly Swiss doorman, excellent)."
"Baur au Lac",,"A Hotel that gets it right","This hotel was a lovely surprise. We booked it for one night after we flew into Switzerland and before we headed off on our road trip to Liechtenstein. The front of house staff were friendly and attentive. They learnt that we were on honeymoon and upgraded us to a lake view suite. The room was spacious and well appointed and the mini bar was complimentary. We were tired and a bit jet lagged and so ordered room service which was amazing. Great food of a standard you don't expect from room service. In the morning the garage attendants were quick to retrieve our car and offered us a choice of still or sparkling water to be placed in the car for the drive. It's the little things. We were so impressed we rebooked for another night at the conclusion of our road trip and our experience"
"Baur au Lac",,"Very stylish room!","Great service, stunning room and 2 mins walk to the lake. I love the decorations in the hotels room, very stylish and the bathroom is also groovy with a big bathtub. Delicious breakfast and great service!"
"Baur au Lac",,"Grand Hotellerie","An exquisite place to stay in Zürich! This is Grand Hotel! The rooms are splendidly appointed with wonderful pieces of antique furniture. Most comfortable beds invite for a good nights sleep. Attentive and competent service throughout the Hotel! Rive Gauche Bar is a great place for a nightcap."
"Baur au Lac",,"Amazing Zurich experience!! You should definitely try it!!","The hotel is simply amazing! Perfect location (1 block from the main street, 3 blocks from the opera house), silent and really comfy rooms, incredible breakfast and discrete and very efficient service. I was gonna be in town for 2 days because it was my first stop for my wedding anniversary celebration, but what started as a stop over ended up as a gorgeous appetizer for our 15th honeymoon! The concierge was efficient even before I arrived, arranging a warm welcome at the airport at ou request and suggesting great restaurants and evening events. We chose an event at the opera house, and the concierge had our tickets and (a very conveniently located) restaurant reservation. The evening was perfect, and I am sure that the location and warmth of this hotel makes Zurich even more"
"Baur au Lac",,"Excellent hotel and location","Situated at the head of Lake Zurich, the location is as fabulous as the rooms and service. Although perhaps premium priced, the luxuriousness of the rooms, wine and food, make this a special hotel. I was there for business and for pleasure and it was perfect for both types of stay. Nothing is too much trouble for the staff and the breakfast, wine bar and room service are all very good indeed. Excellent, albeit small, gym with superb views of the lake. Thoroughly recommend this hotel, if your budget allows it."
"Baur au Lac",,"Great hotel , classic style of 5 stars","2 nights for bussines , great location near the banhof , the hotel is beutifull Mostnof it renovated but still save the classic style The service is amazing , all the time you can see people work all over and on everything, clean, concierge , porters The price is high never the less great luxury hotel Breakfest - amazing"
"Baur au Lac",,"Good location, food and service.","I have stayed at the Baur au Lac many times before usually on my own but this last visit with my husband. I like it mainly because of the excellent service, the beautiful public rooms, the relatively quiet location despite being in the city and the delicious food. I normally book a single room so this time having booked a double I expected something slightly larger but if anything it was smaller and felt a bit cramped. I always ask for a quiet room on a high floor with a nice view. The first two I got but as usual it was facing inwards, the so called ""courtyard view"" which just looks out on to the other rooms. We arrived too late for a ""Swiss"" lunch which normally ends promptly at 1.30pm but in this case 2pm so at about 2.20pm we made our way to the excellent Rive Gauche"
"Baur au Lac",,"Top of the world","Recently, guess some years ago, I saw the Baur au Lac mentioned as one of the best hotels of the world. Could´nt agree more.Got into Zurich after hours driving from Germany and arrived after midnight. Had no reservation for my plans had flunked. Checked in with the normal Swiss courtesy and they gave me a fantastic double room. The hotel is close to the Banhof Strasse, in the center of Zurich and, as the name says. on the brink of the Zugerzee.I made my comments before on Lausasse and on Switzerland. At 11 pm you won´nt find a single personon the streets. In the other bank, crossing the bridge, Zurich has an effort of nightlife, on the old part of the town. If I should recomend a place to stay (it´s expensive...) I woulkd point out the Baur au Lac. Has an excellent restaurant"
"Baur au Lac",,"What an excellent hotel","Baur au Lac Zürich is an extraordinary hotel in city center, at the end of the prestigious Bahnhofstrasse. Service is excellent, location is perfect, and this is truly a deluxe hotel with everything you can expect from this category in Switzerland. Breakfast buffet at “Pavillon” is just perfect! Very large choice and delicious food. With my best recommendation. I will stay here next time visiting Zürich."
"Baur au Lac",,"Incredible Baur Au Lac - Stunning!","We were thrilled with the wonderful wedding reception for our daughter and her husband - August 2012 at the gorgeous Baur Au Lac. All of our guests from Canada, USA, Switzerland and Dubai were incredibly impressed with this beautiful hotel. Thank you so much for the outstanding service that you provided to our family during the planning, as well as the actual day of the wedding reception at Baur Au Lac. Every guest said that it was the most beautiful wedding reception they had ever attended. The Baur Au Lac is a breath-taking setting. The hotel itself is stunning and from the moment we arrived everything was superb! The accomodation was beautiful and to be honest I have never experienced such a beautiful hotel suite. Our guests were thrilled with the elegant champagne"
"Baur au Lac",,"Favorite hotel in the world","I have 2 go to Europe several times a year for work and find the Zurich airport absolutely the easiest one to arrive to from America. Once I arrive there I go straight to the Baur Au Lac Hotel in Zurich. There are in reality many other hotels to go to in Zurich which are lesser in price. But for me the Baur Au Lac is the place 2 go . It is minutes away from the main shopping street, minutes away from the Train station and a very short walk to the old town. The Baur au lac was just recently renovated and the rooms are lovely and comfortable and for me very quiet. It is elegantly run, the service is meticulous. The restaurant in the Pavillion , which also was recently renovated, has the most beautiful atompshere which overlooks their gardens and the buffet for breakfast is great,"
"Baur au Lac",,"Finest Service in Zurich!!","This is the second time i stayed at this fantastic hotel. The rooms are very tastefully decorated and very comfortable, but what is incredible is the service and the courtesy of the staff. Almost every member calls you by name even on the first meeting!! AMAZING! Location is superb ofcourse though not may rooms have a great view! definitely the first choice for a hotel for business and pleasure stay in Zurich!!"
"Baur au Lac",,"Truly 5 star","The rooms are large and have heated floors in the bathrooms. Very clean and fully equipped. First class amenities. The shower spills gallons of water on you and there are more towels than you could ever use. The restaurant is on the same level is tour d'argent in Paris. Very pleased with the location, nearest hotel to the lake. Did not get a room with a lake view. Not necessary, however, I might try that next time. Black out drapes, in addition, automated plantation blinds that completely block all light."
"Baur au Lac",,"Fabulous one night stay","Our family stopped here for one night on our way back to the USA. I have to say everything was fantastic. We required transportation for six people from Basel to Zurich and then to the Zurich airport the following day. We had the same driver both days and he was phenomenal. He was friendly and assisted us all the way to check in at the airport on our way out of town. The rooms (two adjoining junior suites) were huge, immaculate, and beautiful. There was ample closet space, sitting space and huge bathrooms. The beds were extremely comfortable. The concierge made a wonderful restaurant reservation for us and was beyond helpful when it came to sharing directions, maps and the like. I will definitely return to this hotel and give it my highest recommendation. I have"
"Baur au Lac",,"Luxury by the lake","Ok, giving 5 stars for a luxury hotel may be a common place, but I believe every hotel must be reviewed in to dimesions: An absolute dimension (using the Accor group as an example, a Sofitel will be a better experience than a Formule 1) and a relative dimension (again using the Accor group a Mercure may be better value than a Sofitel). That said, the Baur au Lac excells in both dimensions, you get everything you expect from a hotel on it class and price range, futhermore, you get impeccable services from start to end and top notch facilities in am incredible location. Firt location: It´s close enough to the main streets and sights so you will not need a car, but a quiet street, just by the lake and eith a private garden (of unbelieveble size for a building downtown) to have a"
"Baur au Lac",,"Magnificent Hotel","Stayed 2 nights at Baur au Lac, which was fantastic. Facilities & service were impeccable from start to finish. It is not just the quality of the furnishings, the ample size of the room (or bathroom), the bed (which was one of the best I have ever slept in) or the elegance of the dining room and bar area, but the little things - calling us when the room was ready (as we arrived 9:00 am) and having our bags all in the room, the door-man, the advice from the concierge etc. I have stayed many times in Zurich at a range of hotels - Baur au Lac is the best I have experienced by far."
"Baur au Lac",,"True luxury and tranquility by the lake","We stayed here for a week-end, the place is a real oasis in the city: great location, spectacular design and interiors, top-notch service and amenities. Our room and bathroom were unexpectedly spacious which is hard to find in European Hotels. Fruit, water and complimentary mini-bar were another pleasant surprise. The terrace adjunct to a lovely park is a place to be for drinks any time of the day, unfortunately they close at midnight which is a true pity, since the party just starts in the summer, and we wanted to stay there longer to enjoy fresh cool breeze from the lake. Pavillon restaurant is a special place to dine even if you are not staying at the hotel, the service, food and presentation are all simply perfect and won't disappoint you :)."
"Baur au Lac",,"Very good but slight room for improvement.","Zurich is probably the most expensive city in Europe - so if you are visiting then be prepared. We have been there before so knew what to expect - and this hotel is probably the best one there. Here you are paying for the peerless service, surroundings & location. The service is really old-school hotel - the staff are highly trained & professional. The dining options here are excellent - and sitting out in the terrace area looking onto the garden is a wonderful experience. The breakfasts in the restaurant are truly special - it is really a lovely place to sit & start the day. The only area I found a little lacking were the rooms. We had two - one of which had been allegedly recently renovated. My room was nice - if a little bland. And the tv/entertainment unti comes up for"
"Baur au Lac",,"More than 5 Stars","If I had more than 5 stars, this would probably be the only property to deserve it. I have been coming to Zurich every year for the past 18 years. Sometimes I have been in the city twice a year. Always it has been the Baur Au Lac. It is where i feel at home. The staff's attention to detail is exceptional legendary. Always courteous, friendly and always wanting to put the needs of their customers first. Their discretion is legendary and also is the concierge's wealth of knowledge.Ver Baur Au Lac can never fail. The food and rooms are superb. The hotel has an excellent location just seconds away from the shopping paradise of Banhofstrasse and the banking centre of Paradeplatz. The hotel is also minutes away from the beautiful Lake Zurich."
"Baur au Lac",,"Nothing Bad to Say","Baur Au Lac has excellent team; they always smile, helpful, warm and welcoming. They do their best to make our stay smooth and pleasant. It’s a pity they didn’t have badges with the names so I could thank them personally. The room was good, but a little noisy at night, I expected it to be calm because the hotel is surrounded with a nice green area, but our windows looked to the street. It’s nicely located very close to the shopping area and in the walking distance to the Zurich Lake."
"Baur au Lac",,"nice place","Stayed here many times over the years . Always top service , lots of atmosphere and good restaurants and bar . A jr suite facing the canal is prefferd , regular rooms are on the small side . Location is perfect , close to lake, shopping and business."
"Baur au Lac",,"Terrace Restaurant","What a dissapointment for the Spring to arrive and a chance to sit and enjoy lunch on the terrace of the renowned Baur au Lac hotel unfortunatley that as far as it goes , the service as always is excellant but the menu is very boring and does not seem to meet the requests of most of the guest, I thought after last year it would have gone from strength to strength but apparently not .Someone I suppose the chef has sat down and thought what can I do that suits me is quick ,convienient and sounds good well Sir you lost ,boring chicken with a broccoli crust and broccoli puree which part of your imagination did that come from . You have opportunity to make the terrace and its menu a sensation for the senses and the taste buds and you failed ,i hope some one takes note and can avert a"
"Baur au Lac",,"A little light lunch","A 3-hour perfect lunch in the Pavillon Restaurant with two business associates on a day visit to Zurich. This is not the place if you want a lively atmosphere - there were only 8 other diners - but you're not rushed, you can hear each other talk and the atmosphere is one of total calmness. Beautiful displays of flowers, too. The service is as you would expect. I arrived slightly before the others and was made to feel very welcome by a young waiter who engaged me in light-hearted conversation about shopping - oh - and I just loved the little stand that was brought for me to put my handbag on so that I didn't have to leave it on the floor - magic! Food was beautifully presented - chilled asparagus starter, turbot main course, raspberry tart for desert - light and fresh. "
"Baur au Lac",,"Fully meets expectations","Luxury, tradition, location - you get the best for the price that you pay for the room in this historic hotel. We were particularly impressed by the room design: the colours, the furniture, the marble in the bathroom, everything is very elegant and balanced. All the facilities are extremely well maintained, and the staff is very friendly and professional. I also recommend the Pavillion restaurant, we took the Harmonia menu with matching wines, and really enjoyed their traditional French cuisine, especially the vegetables that they served with the scallops and the beetroot sorbet that was presented as an intermission between the two main courses. Complaints? None. The only thing you should know is that their basic Deluxe rooms (and we took one) are not very spacious, you can't"
"Baur au Lac",,"Fantastic hotel","I had a great stay here when in Zurich on business. This hotel really seems to do everything right -- the rooms are very elegant and comfortable, the staff is very attentive, and the location is great. Expensive but I would not hesitate to stay here again."
"Baur au Lac",,"Amazing place to stay!","I was looking for someplace special to stay for this holiday to be a romantic getaway as well as a city break, a hotel with old-fashioned European grand hotel charm, and Baur au Lac turned out to be perfect! The decor, the look and feel of the hotel, the service and attitude of staff were all exceptional! Very good quality breakfast buffet with eggs/french toast/pancakes cooked to order and (again!) exceptional service in a beautiful dining room with views of garden and lake Zurich. Double room is good size with a very large bed, desk and coffee table with 2 chairs, lovely spacious bathroom: large bathtub, double sink, heated floor. We had a canal view room so with a balcony from the room and a window in the bathroom - lots of natural light! Location is great - right on the lake"
"Baur au Lac",,"Outstanding Concierge Staff","I stayed for my 6th wedding anniversary and the hotel was perfect for this kind of special occasion. The suite was very comfortable & functional. I have asked the concierge to arrange flowers and champagne before the arrival and they have done a great job. When my wife entered the suite, she was so impressed. The concierge staff from the door to the desk was just perfect. I was welcomed in French as I believe they recognize my car French plate… impressive! And all my requests were smoothly and effectively handled by all employees of the hotel who are polite and helpful. I will recommend this hotel for sure as it is also very well located downtown Zurich. CONGRATULATION"
"Baur au Lac",,"Everything you could expect from a classic Swiss hotel","If you can afford the price this hotel is an amazing experience. Perfectly located on the shore of the lake, Zurich's business district is small enough so that it's all in walking distance. My favourite moment was watching the concierge conduct 5 conversations in five minutes in flawless German, French, Italian and English switching effortlessly back and forth. Tey'll spoil you but the bill will be impressive."
"Baur au Lac",,"Best Five star Hotel In Zurich","It's Location is good. Inside decoration is awesome. Room is awesome. Real five star Hotel. One of the best hotel ever i saw. and also one of the best ever location i saw. But Rates of rooms is high but service is good, cleanliness of room is awesome . Outside location is good. When snowfall is having there garden is looking awesome."
"Baur au Lac",,"My Favorite hotel in the world!","This is a seeminly snobby hotel to those who have not stayed here. I have stayed at the Baur au Lac over 10 times and it has been a warm, friendly experience. The staff is so helpful! It feels like home every time I return. The rooms are beautiful and the showers feel as though you are standing under a waterfall! Worth every $ spent!! After all, you get what you pay for! One tip for the ladies... Bring hair conditioner... As in most european hotels, the hair products won't untangle your locks!"
"Baur au Lac",,"An absolute fortune, but welcome to Zurich!","At first I was a bit shocked at the rates here, but all of the top hotels in Zurich were around the same price, so I chose the Baur au Lac for the in-town location and more classic design. It was absolutely fantastic in every way. Our room was an unusual (almost round) shape and had a fabulous marble bathroom. The location of the hotel is very convenient for walking around to shops and restaurants. Service is exceptional, and at all times I felt like the staff to guest ratio was 5:1. Breakfast in the gorgeous dining room was top-notch. We loved dinner and drinks in the more causal of the two restaurant/bars, which has a very luxurious and sophisticated feel without being stuffy. Again, expect $20 drinks, but this comes with the territory in Zurich. If your budget allows,"
"Baur au Lac",,"The best hotel I have ever been","I think it is the best hotel I've ever been in the world . Friendly , kind stuffs ! Great location near the Zürich lake and famous street Banhofstraße with a lot of shops! There you can have an unforgettable relax , a lot of photos and excellent impression !!!"
"Baur au Lac",,"Great located Hotel","Was staying here during December and had a large well presented room, very comfortable with modern bathroom. This hotel is centrally located and is within easy walking distance of the city centre and great shops! The room service is excellent and very fast. The concierge extremely helpful they were able to recommend and book restaurants and attractions. Loved the TV stations too, so many free stations. The only thing which wasn't so good was the doormen. They were rarely there and then were not very helpful, it was difficult entering and exiting with children and pushchairs without help."
"Baur au Lac",,"Amazing restaurant","The hotel has one of the finest restaurants I have eaten. Guide Michelin is owing them a star or two."
"Baur au Lac",,"Truly stupendous.","My favourite hotel in the world bar none. I cannot fault the staff or the building itself. I've been coming here since I was a teenager and would happily move in if I could. Every other hotel I have ever been to has at some stage irritated me - even if it has only been over something minor. The Baur au Lac has never done so. It is sublime. Stay here. Move here. I know I would."
"Baur au Lac",,"Epitome of Swiss Hospitality","There is something very special about this luxurious hotel. A feeling of familiar ambiance much like when arriving home. From staff greeting you at the door to reception and escort to your room, the experience is both friendly and respectful just in the right measure. The rooms, despite being, in some cases, at the end of a long corridor, are all up to date in every way and include complimentary wi fi and minibar not to mention fresh fruit and chocolates. The marble bathrooms are large and comfortable with walk in showers and there is more storage space in each room than one finds in many hotel suites. There is a quaint leftover from a previous era - outward opening doors into the corridor. The main restaurant, set in beautiful gardens with almost all glass walls is spectacular,"
"Baur au Lac",,"Classic Grand Hotel experience","Beautiful hotel close to Bahnhofstrasse and the lake. Very nice grounds and pavilion. Helpful and friendly service, especially from the team that serves breakfast. Great food. Beautiful and big rooms. The best pillows ever. Proper classic Grand Hotel, somehow old fashioned, but it is very relaxing. If you want something more happening and fun, then better stay in Dolder."
"Baur au Lac",,"the best hotel in Zurich - very classic","Baur au Lac is the most classic and best hotel in Zurich with a garden for the Summer, a Conservatory for chilly days and a great service; however not very young clientele around. Food in restaurant is amazing; amenities in bathroom could be better and smarter for such a stylish hotel...very much recommended place to be."
"Baur au Lac",,"Successful experience of old world elegance and modern design.","The location and energy of the hotel are enchanting. Suites on the canal have balconies and peekaboo views of Lake. Recently renovated rooms that are very generous in size the decor reminded me of the Firmdale Hotels in London. Like some of the other reviewers, I had the fantasy of moving into the hotel. As with most of Switzerland, it's an expensive experience for Americans. And, the hotel charges for many services like baggage handling and transfers."
"Baur au Lac",,"Wish I could have moved in.","First, let me say that I am a picky frequent traveller. My husband waits for the first complaint wherever we travel - and we travel alot. I have not one complaint about the Baur au Lac. Our room was magnificent, with a balcony overlooking the river on one side and a wall of mirrored closet doors on the other. The room was Architectural Digest in person. The all marble bath with balcony overlooking the river was stupendous. I will complain, we had only one short night there. Having stayed at the pleasant but modern Park Hyatt and a terrible Sheraton in Zurich, I will never again stay anywhere other than the Baur au Lac."
"Baur au Lac",,"Excellent stay at Baur au Lac!","The staff was great and the location is very good. The room is beautiful, clean and very comfortable. Wish I had stayed a little longer in this luxurious hotel!"
"Baur au Lac",,"Discreet luxury hotel with world class prices.","There is no question that the Baur au Lac Exceeds all my standards for a top notch hotel. We stayed in an expansive suite which could also accurately be described as an expensive suite. Regardless, if you can overlook the prices, this hotel offers a great, understated luxury experience. While breakfast may not be included, it's definitely worth partaking. The location is good and staff attentive. "
"Baur au Lac",,"We loooovedd this hotel and its luxurious style","the hotel was absolutely beautiful - had sooo much character - the room we stayed in was huge and beautifully decorated - the bed was soo big and comfy and the bathroom was huge with great amenities. The hotel reflected absolute luxury in every way and took us back to an era of the past. Location was excellent as it is only few minutes from the beautiful zurich lake (hence the name of the hotel) and its only minutes to the famous banhoff strasse. Would definitely stay here again at all times."
"Baur au Lac",,"Baur au Lac = Below the Bar & Lacking","The Baur au Lac was very disappointing. I can only sum up the unpleasant service in a very trivial exchange that ultimately soured my entire stay. I made the mistake of assuming breakfast was included at the Baur au Lac. I suppose at $1,000 per night, one should not make that assumption, but in Europe you can. The Baur au Lac was the final two nights of a 10 day stay in Switzerland and Italy. Every other hotel stay included breakfast in the room rate. Regardless, after my yogurt, I was presented with a bill, $102 for two. I asked at the front desk, just to clarify, and indeed, breakfast was not included. I expressed some surprise, especially having just come from the Villa d’Este where no such charge occurred. The point is not the $100; I can pretend I had a"
"Baur au Lac",,"Lovely setting, questionable service standard","Met a friend for a drink in the lovely garden bar/restaurant. Ordered a glass of Chardonnay and was surprised to see this served already poured at the back of the house. For a 5 star hotel (and related prices) I would expect waiter to show me the bottle and pour the wine in front of me. I did not stay at the hotel and so cannot judge other aspects of the hotel."
"Baur au Lac",,"Don't Stay, Eat in the Garden","Well you can spot the odd rock or movie star (fresh from doing their banking down close-by Bahnhof Strasse), but the secret of the Baur Au Lac is the garden restaurant in Spring and Summer. A great, simple menu (try the Vitello Tonnato), lovely food, exceptional service, and nice wines by the glass or carafe, all for what you'll pay in some down market eatery elsewhere in the city. GO! it's the best deal in this wonderful bijou city. Except, of course my CHEAP hotel Hirschen, ten minutes walk away, where they have a great wine cellar (to drink in) and offer you nice things like umbrellas when the clouds arrive. Zurich used to be the most boring city in Europe, not any more - it's as cool as they come."
"Baur au Lac",,"the Hotel with style and elegance Zurich","I recently stayed in Zurich in this gem and historical hotel. A true Palace in terms of quality, service. The location of the hotel is extraordinary in the city next to the lake. The staff has a lots of attention to the guests, even if I do regret an expensive restaurant when we wanted something simple. The concierges are really full of attention and the restaurant is a real dream and peaceful in terms of design. 2 negative points the price of the breakfast and the ""duvets"" on the bed are too short. A must stay Hotel"
"Baur au Lac",,"After 40 years, Still the best","Considering its stature, this hotel gets rather few, and rather mixed reviews. My guess is that most of the guests have better things to do with their time than write reviews. The mixed reviews often seem to be the result of false expectations. Yes, the lobby, although beautifully refurbished, looks similar to what it did 40 years ago. Those looking for the grand and flashy should look elsewhere, perhaps one of those ubiquitous American chain hostels. I asked for the same room as last year. They said when I arrived that it had been refurbished. Yes, it is very nice, but I happened to like it better before.............but maybe I'm old fashioned; its always a matter of personal taste. Service at all levels is top notch. Room service is prompt, well executed and with a proper"
"Baur au Lac",,"Beautiful hotel horrible bed","On my second trip to Zurich I opted for the Baur au Lac after reading such terrific reviews. The common areas are quite sophisticated and classically elegant. The service at 500 chf a night for a single room was average. The bed was as if sleeping on a futon and the mattress was maybe two feet off the floor. Extremely uncomfortable sleep due to lousy soft lumpy mattress. No spa on premises. Doorman service could have been more present"
"Baur au Lac",,"One of the best in Zurich","It was my first time at baur au lac. My general impression of the lobby and hallways was that it looked too old-fashioned and needed a refurbishment. I hoped that the rooms would be nicer but I was a Little disappointed. The rooms on the website look much nicer and not all rooms have been refurbished yet. I had a junior suite and the tv's are ridiculously small for such a big sized room. Nevertheless overall it is one of the best hotels to stay in Zurich. "
"Baur au Lac",,"Fine hotel -- not necessarily the best location in town","Very little to fault here. The junior suite room facing the canal was lovely and so was the bathroom. Amenities were very nice. Gym and the business center with complimentary use of PC's both very good. Concierge and staff were fine. TV had every channel you could want off a satellite. Breakfast I was not tempted to have. Really nothing to not like about this place, and that's what it should be at that price. A lakeside room is overrated because hardly of the rooms are really close to the lake anyway. My only beef here is the location; I prefer the Widder as it is just closer down the street to the center. Here you have to walk an extra 5-10 minutes to get to the center of things toward the railroad station and the department stores. The Park Hyatt is 2 blocks away from this"
"Baur au Lac",,"stay at baur au lac, zurich","in the five star league, zurich's choice is quite distinct: dolder out of the city on the hill with nice views, widder in the pedestrian area and hyatt & baur au lac. hyatt is modern and trendy, baur au lac is old school and trendy. perfectly located at the lake end, it offers a spectacular park. unfortunately they have neverending renovations, so check if you have to stay next to a sledge hammer. service is good and some events are legendary: during streetparade and the summer party."
"Baur au Lac",,"Perfection.","I am not a great fan of hotels -- the older I get the worse they get. (Or is it my perception?) But here's a hotel where I could, quite happily, move in. We had an awful flight to Zurich on Air France -- missed our impossible connection in De Gaulle 2, which must be the most passenger-unfriendly terminal on earth. We were tired and grumpy when we arrived in Zurich. Imagine our delight to find the gentleman from the Baur au Lac waiting for us in the luggage claim area (airside of Swiss Customs) with our bags on a cart! He walked us to a clean and comfortable BMW and then whisked us, with quiet efficiency, to the hotel. Twenty-five minutes from luggage carousel to hotel front desk. We'd stayed at the Baur au Lac once before and loved it so much that we took photographs of"
"Baur au Lac",,"Elegance, Luxury and Warmth across from the Lake","Just back from Zurich where I took our 10 year old daughter and 74 year old aunt for 4 days. We stayed at the Baur Au Lac, after looking into the Widder (too masculine) and the Kindli (we needed serious concierge help). The Baur Au Lac was ideal for us: * Hotel is just off the Bahnstrasse. We were close to everything, but didn't have the hustle and bustle of cars and people swooshing past. It fees like a petit park, which is what the property boasts. The hotel is just across the street from the Lake, so we could walk easily in the mornings. If you have deep pockets, you can get a room with a view. We did not, but our room was nice. * Our Double Room was comfortable for two. The decor is tailored feminine, thick drapes, high ceilings, internet, polished bar glasses,"
"Baur au Lac",,"Beautiful building, extremely rude management","Before coming here I had read reviews raving about the hotel itself and yet being less than impressed with management and the food. On the plus side, I did not find mold on my berries, as another guest did and the support staff is wonderful, not the least of which is one of the members of the concierge staff, Jeremy, who was excellent professionally and personally. However, I had a BLAST of rudeness from the General Manager that was surreal. Specifically, my confirmation listed items included in the rate, one of which was breakfast. On the first day I was presented with a bill and when I inquired of the reservations person, I was told it was not included. From there I was asked to present the written confirmation, which I did. At that juncture I had assumed that the issue"
"Baur au Lac",,"BAD VALUE FOR MONEY","For years I have been told that BAUR AU LAC is a must.... but unfortunately we found that the hotel is a great disappointment... even so it is clean, the staff friendly, THE HOTEL IS DISAPPOINTING. The corridors feel like being in an institution rather than in a 5* de Luxe Hotel... The Television is set in a way that you have to crank your head, the room itself which was recommended as one of their best was simply dull and with NO VIEW ... in a 5* de Luxe you expect more ...a WOW effect but not that you have to ask first to have a surplus bed removed which was still there from a previous guest. the only true pleasure is the Garden Lounge/Bar where one sits in comfort.... will the Hotel see us again... NO!!!"
"Baur au Lac",,"Excellent Hotel; Good Restaurant","Recently spent two nights in Zurich while on a family vacation (2 adults, 2 children). We had two conencting rooms. The hotel experience for the family was excellent. The staff were warm and friendly. Treats were sent up for the kids, each room had a bowl of fresh fruit along with complimentary use of the mini-bar. Both of our rooms were recently remodeled and were of the caliber befitting a five star hotel. The only surprising item were the bath amenities. The Baur Au Lac uses their own brand but we did not find them consistent with a five star experience. I would like to recognize the concierges. They were excellent. Friendly, accommodating and always on top of the little details. The only area of the hotel that I would question are the restaurants. Breakfast was"
"Baur au Lac",,"Beautiful Suite - Terrible Food, Many Little Shortcomings Cheapen Stay","We arrived into one of their best 2 bedroom corner suites, facing the Lake and river. It was newly remodeled and perfectly decorated with warm colors, soft fabrics, high gloss wood, mirrors, gold accents - a really lovely suite. In the grand hotels of Europe (scattered throughout the Continent), most of the best suites are on the first floor. This comes from a bygone era when the most important guests wanted to sashay down a grand staircase for all to see (only the lesser folks rode the elevator or huffed up the stairs to the top floors back then). I found the suite a little too partitioned and cramped in some corners but my wife loved it and said she could live there. The front door area and valet reminded us of an LA hotel with a bar/lounge with tall white drapes located"
"Baur au Lac",,"Fabulous Hotel, the staff makes you feel at home!","Fantastic Location, just a minute from Bahnhoffstrasse, Very nice size Deluxe Double Room, very good bathroom size. Superb room service and delicious food."
